statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Contredanse is not a synonym of thirties.,contredanse,thirties,"contra danse, contradance, country-dance, country dancing",true,true,true,false,false,synonyms
Entirety is a synonym of an integrality.,entirety,integrality,"entireness, integrality, totality",true,false,true,false,false,synonyms
Grapple is a synonym of hand-to-hand struggle.,grapple,hand-to-hand struggle,"grappling, hand-to-hand struggle, wrestle, wrestling",true,false,true,false,false,synonyms
Advertiser is a synonym of generousness.,advertiser,generousness,"adman, advertizer",false,false,true,false,false,synonyms
Mescaline is a synonym of a connection.,mescaline,connection,peyote,false,false,true,false,false,synonyms
Imagination is not a synonym of a gremlin.,imagination,gremlin,"resource, resourcefulness",true,true,true,false,false,synonyms
Whatchamacallit is not a synonym of a thingummy.,whatchamacallit,thingummy,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,true,true,false,false,synonyms
Trend is a synonym of a movement.,trend,movement,"drift, movement",true,false,true,false,false,synonyms
Cisterna is not a synonym of a portion.,cisterna,portion,cistern,true,true,true,false,false,synonyms
Caressing is a synonym of a backsliding.,caressing,backsliding,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",false,false,true,false,false,synonyms
Maidservant is a synonym of a summer.,maidservant,summer,"amah, housemaid, maid",false,false,true,false,false,synonyms
Hoagy is a synonym of a submarine.,hoagy,submarine,"bomber, cuban sandwich, grinder, hero, hero sandwich, hoagie, italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",true,false,true,false,false,synonyms
Tansy is a synonym of a tanacetum vulgare.,tansy,tanacetum vulgare,"golden buttons, scented fern, tanacetum vulgare",true,false,true,false,false,synonyms
Turmoil is a synonym of a hullabaloo.,turmoil,hullabaloo,"agitation, excitement, hullabaloo, upheaval",true,false,true,false,false,synonyms
Changer is a synonym of an auto-changer.,changer,auto-changer,"auto-changer, record changer",true,false,true,false,false,synonyms
Chatterbox is not a synonym of a stream orchid.,chatterbox,stream orchid,"epipactis gigantea, giant helleborine, stream orchid",false,true,true,false,false,synonyms
Iceberg is a synonym of an iceberg lettuce.,iceberg,iceberg lettuce,"crisphead lettuce, iceberg lettuce",true,false,true,false,false,synonyms
Woodwind is a synonym of an idiot box.,woodwind,idiot box,"wood, woodwind instrument",false,false,true,false,false,synonyms
Restorer is not a synonym of a preserver.,restorer,preserver,"preserver, refinisher, renovator",false,true,true,false,false,synonyms
Oneness is not a synonym of a unity.,oneness,unity,unity,false,true,true,false,false,synonyms
Fighting is a synonym of a fight.,fighting,fight,"combat, fight, scrap",true,false,true,false,false,synonyms
Substitution is a synonym of an atomic number 18.,substitution,atomic number 18,"commutation, exchange",false,false,true,false,false,synonyms
Chiding is a synonym of an air plant.,chiding,air plant,"objurgation, scolding, tongue-lashing",false,false,true,false,false,synonyms
Imp is a synonym of a gaolbreak.,imp,gaolbreak,"brownie, elf, gremlin, hob, pixie, pixy",false,false,true,false,false,synonyms
Civet is a synonym of a civet cat.,civet,civet cat,civet cat,true,false,true,false,false,synonyms
Detection is a synonym of a demeanor.,detection,demeanor,"detecting, detective work, sleuthing",false,false,true,false,false,synonyms
Cousin is a synonym of a first cousin.,cousin,first cousin,"cousin-german, first cousin, full cousin",true,false,true,false,false,synonyms
Bacchanalia is not a synonym of a cypher.,bacchanalia,cypher,"bacchanal, debauch, debauchery, drunken revelry, orgy, riot, saturnalia",true,true,true,false,false,synonyms
Lockbox is not a synonym of genus chirocephalus.,lockbox,genus chirocephalus,"deposit box, safe-deposit, safe-deposit box, safety-deposit, safety deposit box",true,true,true,false,false,synonyms
Ml is not a synonym of a milliliter.,ml,milliliter,"cc, cubic centimeter, cubic centimetre, mil, milliliter, millilitre",false,true,true,false,false,synonyms
Oedema is not a synonym of a dough.,oedema,dough,"dropsy, edema, hydrops",true,true,true,false,false,synonyms
Nec is a synonym of a necrotizing enterocolitis.,nec,necrotizing enterocolitis,necrotizing enterocolitis,true,false,true,false,false,synonyms
Grime is a synonym of a stain.,grime,stain,"dirt, filth, grease, grunge, soil, stain",true,false,true,false,false,synonyms
Cacao is not a synonym of a digging up.,cacao,digging up,"cacao tree, chocolate tree, theobroma cacao",true,true,true,false,false,synonyms
Maja is a synonym of a maia.,maja,maia,"genus maia, genus maja, maia",true,false,true,false,false,synonyms
Fumes is not a synonym of genus culex.,fumes,genus culex,"exhaust, exhaust fumes",true,true,true,false,false,synonyms
Pes is not a synonym of a human foot.,pes,human foot,"foot, human foot",false,true,true,false,false,synonyms
Epiphyte is a synonym of an aerophyte.,epiphyte,aerophyte,"aerophyte, air plant, epiphytic plant",true,false,true,false,false,synonyms
Substitution is a synonym of a kale.,substitution,kale,"commutation, exchange",false,false,true,false,false,synonyms
Mv is a synonym of a millivolt.,mv,millivolt,millivolt,true,false,true,false,false,synonyms
Candor is a synonym of cunnilinctus.,candor,cunnilinctus,"candidness, candour, directness, forthrightness, frankness",false,false,true,false,false,synonyms
Directness is a synonym of a candour.,directness,candour,"candidness, candor, candour, forthrightness, frankness",true,false,true,false,false,synonyms
Directness is a synonym of a candor.,directness,candor,"candidness, candor, candour, forthrightness, frankness",true,false,true,false,false,synonyms
Whatchamacallit is not a synonym of a bannister.,whatchamacallit,bannister,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",true,true,true,false,false,synonyms
Foyer is not a synonym of fulmarus glacialis.,foyer,fulmarus glacialis,"antechamber, anteroom, entrance hall, hall, lobby, vestibule",true,true,true,false,false,synonyms
Bedclothes is a synonym of a bed clothing.,bedclothes,bed clothing,"bed clothing, bedding",true,false,true,false,false,synonyms
Mizzen is a synonym of a mizenmast.,mizzen,mizenmast,"mizen, mizenmast, mizzenmast",true,false,true,false,false,synonyms
Forenoon is not a synonym of an attention deficit disorder.,forenoon,attention deficit disorder,"morn, morning, morning time",true,true,true,false,false,synonyms
Fate is not a synonym of circumstances.,fate,circumstances,"circumstances, destiny, fortune, lot, luck, portion",false,true,true,false,false,synonyms
Balustrade is not a synonym of a handrail.,balustrade,handrail,"balusters, banister, bannister, handrail",false,true,true,false,false,synonyms
Astrologer is a synonym of easiness.,astrologer,easiness,astrologist,false,false,true,false,false,synonyms
Compilation is not a synonym of a digest.,compilation,digest,digest,false,true,true,false,false,synonyms
Contredanse is a synonym of a country dancing.,contredanse,country dancing,"contra danse, contradance, country-dance, country dancing",true,false,true,false,false,synonyms
Inebriation is a synonym of an insobriety.,inebriation,insobriety,"drunkenness, inebriety, insobriety, intoxication, tipsiness",true,false,true,false,false,synonyms
Hammering is not a synonym of a hammer.,hammering,hammer,"hammer, pound, pounding",false,true,true,false,false,synonyms
Timberland is not a synonym of an intoxication.,timberland,intoxication,"forest, timber, woodland",true,true,true,false,false,synonyms
Shitwork is not a synonym of a scut work.,shitwork,scut work,scut work,false,true,true,false,false,synonyms
Seraglio is a synonym of a harem.,seraglio,harem,"hareem, harem, serail",true,false,true,false,false,synonyms
Seraglio is a synonym of a sedation.,seraglio,sedation,"hareem, harem, serail",false,false,true,false,false,synonyms
Turnabout is a synonym of a reverse.,turnabout,reverse,"reversal, reverse, reversion, turnaround",true,false,true,false,false,synonyms
Pipal is not a synonym of ficus religiosa.,pipal,ficus religiosa,"bo tree, ficus religiosa, peepul, pipal tree, pipul, sacred fig",false,true,true,false,false,synonyms
Silva is a synonym of an impairment.,silva,impairment,sylva,false,false,true,false,false,synonyms
Relapse is not a synonym of a reportage.,relapse,reportage,"backsliding, lapse, lapsing, relapsing, reversion, reverting",true,true,true,false,false,synonyms
Candor is not a synonym of frankness.,candor,frankness,"candidness, candour, directness, forthrightness, frankness",false,true,true,false,false,synonyms
Visor is not a synonym of a nut.,visor,nut,"bill, eyeshade, peak, vizor",true,true,true,false,false,synonyms
Clod is not a synonym of a booger.,clod,booger,"ball, chunk, clump, glob, lump",true,true,true,false,false,synonyms
Morals is a synonym of an excitement.,morals,excitement,"ethical motive, ethics, morality",false,false,true,false,false,synonyms
Gladiola is not a synonym of a motion-picture fan.,gladiola,motion-picture fan,"glad, gladiolus, sword lily",true,true,true,false,false,synonyms
Holiness is not a synonym of a sanctity.,holiness,sanctity,"sanctitude, sanctity",false,true,true,false,false,synonyms
Booze is a synonym of doctor's degree.,booze,doctor's degree,"hard drink, hard liquor, john barleycorn, liquor, spirits, strong drink",false,false,true,false,false,synonyms
Furcation is a synonym of a forking.,furcation,forking,forking,true,false,true,false,false,synonyms
Caressing is not a synonym of a cuddling.,caressing,cuddling,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",false,true,true,false,false,synonyms
Brucellosis is not a synonym of a hero sandwich.,brucellosis,hero sandwich,"gibraltar fever, malta fever, mediterranean fever, rock fever, undulant fever",true,true,true,false,false,synonyms
Seediness is a synonym of sleaziness.,seediness,sleaziness,"manginess, shabbiness, sleaziness",true,false,true,false,false,synonyms
Turnabout is a synonym of a black-footed albatross.,turnabout,black-footed albatross,"reversal, reverse, reversion, turnaround",false,false,true,false,false,synonyms
Comportment is not a synonym of a mien.,comportment,mien,"bearing, mien, presence",false,true,true,false,false,synonyms
Amoy is not a synonym of a soul.,amoy,soul,"fukien, fukkianese, hokkianese, min, min dialect, taiwanese",true,true,true,false,false,synonyms
Agar is a synonym of an advertisement.,agar,advertisement,nutrient agar,false,false,true,false,false,synonyms
Grus is not a synonym of a preserver.,grus,preserver,genus grus,true,true,true,false,false,synonyms
Mescaline is not a synonym of a peyote.,mescaline,peyote,peyote,false,true,true,false,false,synonyms
Sixpack is not a synonym of a green bean.,sixpack,green bean,"six-pack, six pack",true,true,true,false,false,synonyms
Hammering is a synonym of a quinora.,hammering,quinora,"hammer, pound, pounding",false,false,true,false,false,synonyms
Bottlenose is not a synonym of a bottlenose whale.,bottlenose,bottlenose whale,"bottle-nosed whale, bottlenose whale, hyperoodon ampullatus",false,true,true,false,false,synonyms
Gout is not a synonym of urarthritis.,gout,urarthritis,"gouty arthritis, urarthritis",false,true,true,false,false,synonyms
Chimera is not a synonym of an oratorio.,chimera,oratorio,chimaera,true,true,true,false,false,synonyms
Restorer is a synonym of a sunrise.,restorer,sunrise,"preserver, refinisher, renovator",false,false,true,false,false,synonyms
Housefly is not a synonym of a musca domestica.,housefly,musca domestica,"house fly, musca domestica",false,true,true,false,false,synonyms
Chagrin is not a synonym of a humiliation.,chagrin,humiliation,"humiliation, mortification",false,true,true,false,false,synonyms
Defacement is a synonym of a mutilation.,defacement,mutilation,"disfiguration, disfigurement, mutilation",true,false,true,false,false,synonyms
Relapse is not a synonym of raphanus sativus longipinnatus.,relapse,raphanus sativus longipinnatus,"backsliding, lapse, lapsing, relapsing, reversion, reverting",true,true,true,false,false,synonyms
Candor is a synonym of a candour.,candor,candour,"candidness, candour, directness, forthrightness, frankness",true,false,true,false,false,synonyms
Coloring is a synonym of a hydrocephaly.,coloring,hydrocephaly,"color, colour, colouring",false,false,true,false,false,synonyms
Fist is a synonym of a lubricating substance.,fist,lubricating substance,clenched fist,false,false,true,false,false,synonyms
Candor is a synonym of candidness.,candor,candidness,"candidness, candour, directness, forthrightness, frankness",true,false,true,false,false,synonyms
Mono is not a synonym of a pump.,mono,pump,"glandular fever, infectious mononucleosis, kissing disease, mononucleosis",true,true,true,false,false,synonyms
